Symbol,Pt1,Pt2,Pt4,Pt5,Pt6,Pt7,Pt8,Pt9,Pt10,Pt12,Pt13,Pt14,Pt15,Pt19,Pt20,Pt22,Pt23,Pt25,Pt27A,Pt27B,Pt28,Pt29
APLF,219,93,113,174,297,218,60,234,206,28,223,410,103,27,117,209,226,60,244,197,106,175
APLN,360,14,876,161,140,149,468,69,1590,23,384,801,123,82,69,812,2083,150,217,78,55,58
APLNR,5401,743,194,879,1938,325,877,2246,870,984,2647,2163,617,749,137,7938,3866,197,891,400,1724,154
APLP1,107,13,35,14,231,70,3,9,8427,4593,1020,52,459,730,14,93,1929,42,29,5,15,382
APLP2,17310,20833,8040,28982,50170,14020,7762,15912,71977,8301,47456,154357,5863,2930,11031,27416,15737,9858,27292,23381,13521,17245
APMAP,9706,7049,10282,15709,9829,8346,2397,11609,20187,14388,9622,13252,11765,4119,4389,7764,3587,3209,5912,5037,1863,8639
APOA1,3,95310,17,1,0,3,2,162,9,7,3,23,2,8,9,24,2,2,0,1,1240,9
APOA1BP,3130,3134,7342,4254,4296,4327,1216,4044,2638,1029,2718,3080,7398,13755,2778,2589,7255,10154,2231,1500,1759,1864
APOA2,9,62720,0,0,0,0,0,92,5,217,0,0,0,0,3,23,0,0,0,0,904,2
APOA4,0,114,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0
APOA5,0,3685,0,0,0,0,0,5,0,1,0,8,0,1,0,3,0,0,0,0,41,1
APOB,6,63697,0,1,18,3,1,99,2,5,0,81,0,0,5,31,0,7,17,0,902,6
APOBEC1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
APOBEC2,10,2,2,1,10,5,2,6,1,2,3,3,32,130,6,8,0,3,36,39,4,8
APOBEC3A,68.12,22.77,66.14,6.37,28.2,3.8,51.49,32.1,36.71,5.15,44.25,176.69,22.7,2.98,36.42,51.69,832.22,20.48,15.28,8.26,274.18,11.38
APOBEC3A_B,0,0,0,0,0,5.23,0,0,0,0,0,0,0,1.24,0,0,21.93,0,0,0,0,2.52
APOBEC3B,731.31,91.14,150.05,1573.2,311.14,540.02,256.21,860.15,2774.82,784.98,342.23,191.01,376.19,161.62,155.48,659.04,776.47,159.54,562.88,204.92,101.38,914.61
APOBEC3C,1521,966,1322,2098,1882,1093,380,1366,4097,1298,2694,382,632,792,1093,2970,1187,297,2291,1768,376,813
APOBEC3D,195.1,96.3,88.14,17.48,17.92,31.52,93.83,143.12,693.09,74.9,277.68,81.09,104.27,200.73,276.95,384.36,167.96,77.5,197.92,125.64,33.15,139.43
APOBEC3F,467.15,152.8,256.62,124.37,96.43,252.59,143.08,365.37,1588.42,500.6,508.82,90.19,135.12,285.25,371.15,610.82,218.93,226.57,276.04,191.24,34.29,220.02
APOBEC3G,800.32,412,399.06,33.57,182.31,411.84,358.39,1439.27,5948.96,2471.37,2163.03,451.02,330.71,276.18,1772,1959.09,1135.49,560.92,1346.88,666.95,80,734.04
APOBEC3H,22,12,27,32,46,3,2,20,47,4,58,37,18,17,50,88,55,21,37,15,3,72
APOBEC4,1,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,1,1,0,4
APOBR,589,313,637,482,1002,341,215,368,819,481,1374,481,202,413,404,1932,1319,147,1164,714,302,374
APOC1,1127,53044,7157,563,15280,2873,2144,5831,2241,1779,9597,2001,3093,2309,3036,24086,19558,4729,1420,778,861,6527
APOC1P1,2,2458,5,0,7,10,0,15,3,3,20,3,3,1,2,44,8,11,2,2,27,2
APOC2,92.51,16525.4,76.77,87.43,34127.31,4106.39,25,448,74.37,429.36,1488.19,237.55,263.07,169.65,228.92,1436.01,2504.91,168,131.32,83,322.67,7532.51
APOC3,0,44425,0,0,0,0,0,79,0,2,0,0,0,0,2,18,0,0,0,0,535,2
APOC4,0,1539.21,0,0.17,0,10.2,7,5,1.29,8.33,5.63,0,4.32,0,2.5,0,25.67,1,8.29,7,22.25,0
APOC4-APOC2,5.49,98.39,1.23,2.41,110.69,17.41,0,0,2.34,2.31,7.18,1.45,2.61,4.35,5.59,12.99,10.42,0,2.4,0,7.08,46.49
APOD,134614,61481,1474,116565,100947,14659,8255,119685,134242,243136,365670,2658,752,99578,101320.19,7595,4324,8551,20011,18797,923,1336
APOE,10704,41582,86542,15298,340120,78490,18696,40702,6334,55824.48,58223,18534,40724,70811,40981,171683,109237,161137,26573,27898,3169,78653
APOF,0,5530,0,0,0,0,0,2,0,0,0,1,0,0,1,0,1,0,0,0,69,0
APOH,0,81540,0,0,0,3,0,123,5,5,0,0,0,0,2,34,0,0,0,0,1110,12
APOL1,6005,5874,2213,3747,688,669,2715,7788,211,1981,9546,5216,2556,1431,9617,8048,3385,3818,8701,3305,3036,1754
APOL2,3146,1729,1366,1717,1587,1240,1616,4726,3890,1384,4007,2801,1792,1011,3668,3199,2214,1287,3446,1988,1037,1592
APOL3,2271,3290,996,280,241,304,1077,3838,172,341,3479,3277,1035,312,4517,4548,1518,1373,5855,3065,709,1989
APOL4,1331,493,435,74,416,122,188,516,135,170,829,293,165,247,552,1011,794,1594,3311,1524,211,538
APOL5,2,0,0,0,0,0,0,0,1,0,0,0,0,2,0,8,0,0,0,0,0,1
APOL6,3939,5739,2174,3072,1866,1173,1486,5144,857,2351,5211,5887,3262,503,7912,6823,4578,2878,16912,9878,982,6834
APOLD1,1115,639,261,393,2116,1110,227,500,748,523,1155,1213,715,68,226,2019,8798,439,1816,1095,264,995
APOM,80.51,2612.3,194.6,30.33,129,22,13.13,62.65,27.29,21.13,43.45,30.18,82.15,98,40,92.3,28,22.03,78.67,48.4,93.32,25.12
APOO,628,457,980,941,1311,718,361,1496,1083,895,529,2266,719,466,526,711,1123,1250,449,298,221,583
APOOL,1624,1131,1022,1268,1897,835,439,1267,1022,491,1044,217,449,227,638,1015,699,396,1877,2024,575,933
APOPT1,1471,1044,1261,1408,2215,585,328,1454,913,888,1309,1656,964,437,667,1133,927,699,859,886,677,1155
APP,66768,15504,73711,66360,151052,34919,21035,9296,260579,73602,146463,53935,11663,11663,29232,65203,29530,22533,46480,47207,17586,36552
APPBP2,4424,2707,2427,1740,3200,1186,1374,2404,1992,2055,2884,3518,1343,514,1209,2663,1851,801,2754,3203,909,2411
APPL1,2632,1140,2130,3420,2970,3108,1473,3001,3261,1811,2832,8653,2417,745,2156,2540,2565,1197,5364,5890,1917,3692
APPL2,4112,1788,2566,1741,1483,859,768,2376,2781,2002,2129,2959,1107,466,1530,3625,1446,769,2261,2488,2805,1260
APRT,5789,2915,2152,7543,2602,2324,1639,5245,4529,2217,1948,5098,2217,3179,1399,2427,1133,3203,3358,2935,3478,1584
APTX,920,694,1143,1181,2060,1334,693,1285,965,680,802,2600,1299,356,581,851,1245,696,1260,1081,1200,1220
AQP1,21049,692,789,2142,3476,4964,1582,9077,15564,7339,206161,4050,1233,1227,1741,14301,3721,3460,2844,1098,3245,2884
AQP10,1,1,1,0,6,0,0,4,0,0,0,1,1,0,4,1,2,0,1,0,10,1
AQP11,124,187,71,247,96,41,26,53,67,65,116,118,119,56,46,60,97,23,27,23,10,24
AQP12A,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AQP12B,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,2,2,0,0,0,0
AQP2,5,0,0,0,4,0,7,8,0,0,0,0,0,0,0,0,1,1,0,0,0,0
AQP3,516,1220,77,11,65,47,71,654,1775,65,2197,70,70,106,233,542,81,54,165,86,38711,477
AQP4,1,12,56,0,0,0,29,34,0,1,50,2,1,0,30,28,1,44,1,0,1,3664
AQP4-AS1,0,2,10,0,1,0,5,0,0,0,1,0,0,0,1,7,0,0,0,0,0,3
AQP5,5,0,43,0,4,0,0,2659,26,2,0,0,6,0,1,4,11,0,0,1,243,23
AQP6,27,8,1,0,33,1,16,6,4,15,0,3,23,2,1,1,26,1,3,1,1,3
AQP7,27,101,2,3,2,1,25,134,2,1,3,149,7,4,8,222,2,45,83,1,2,16
AQP7P1,7,16,3,0,3,20,932.66,79.43,41,29,249.31,292,5,9,8,156,10,31,124,83,4,0
AQP7P3,2,16,0,0,0,17,77.34,5.57,12,5,70.69,38,0,0,1,15,4,3,18,11,0,0
AQP8,2,2,0,0,1,1,3,8,2,20,0,1,2,0,0,3,1,0,0,0,0,0
AQP9,95,5330,419,46,450,247,274,26,797,203,666,1105,63,10,55,407,921,6,77,20,317,39
AQPEP,112,1,0,0,4,0,20,317,9,8,20,86,2,0,12,47,3,8,102,62,3,5
AQR,3497,898,3230,3894,5298,1832,580,2176,2107,2827,1726,2606,860,221,959,2152,1025,670,3011,3290,1519,1072
AR,1010,1571,14,576,88,17,16,122,51,63,89,175,33,47,18,383,224,21,180,44,114,154
ARAF,3186,1633,2221,3158,4590,1381,835,2908,2298,2075,2838,5484,1059,3668,1299,2713,1205,1002,1991,1806,1311,1668
ARAP1,5889,2231,5423,5562,6634,2095,2073,5256,4915,2945,6707,7058,2106,3501,3486,9356,5566,4139,4957,4267,2478,4852
ARAP2,1604,273,298,385,716,40,254,1465,246,1388,1017,367,277,85,1315,879,716,140,1253,1113,2432,737
ARAP3,3960,146,1409,2001,6800,357,134,3518,3559,3283,2748,2425,425,1261,126,2145,1874,794,681,744,253,237
ARC,28,46,187,1,59,3,356,16,7728,2799,284,29,6,7,2,83,103,28,7,0,178,167
ARCN1,8092,3562,3445,8184,12850,3512,3412,8199,17676,8385,10533,28264,2830,1618,4281,10439,5065,3283,10113,9431,3478,6602
AREG,6,13,4,0,541,0,8,26,1017,143,268,799,6,2,3,26,12,0,5,9,1005,276
ARF1,30724,15221,31663,34968,24638,11315,8123,17146,34236,16573,25528,26370,11551,15570,14847,23943,9864,20840,26567,21466,9887,10996
ARF3,14264,6959,17998,14517,15843,4501,5383,12983,10117,13213,16252,15498,4770,9573,6847,14855,8872,7350,12696,10396,6798,7702
ARF4,16501,3976,10423,15792,23409,11450,5855,11407,19788,14442,15918,24341,16316,5439,12402,13639,15707,5734,10948,9634,5253,11267
ARF5,5784,3038,4872,4377,5450,5119,3251,9620,4429,8923,5226,5983,6608,4988,4013,4315,6242,6224,4433,3657,6237,4289
ARF6,8142,3688,3547,10106,16334,3982,1739,4419,3844,6897,6337,9709,4352,1956,4697,6309,9814,2497,8154,7020,6833,4900
ARFGAP1,5121,1204,5166,4464,9683,4694,2569,4038,7679,4732,3744,9186,8691,5279,5422,4384,4126,4000,2703,2586,2201,4799
ARFGAP2,3873,1930,4194,4454,4484,4140,1431,4418,3851,1967,4279,5074,1816,2130,1803,4320,1496,1616,3600,3044,3401,1949
ARFGAP3,5046,1723,1482,4658,4904,3662,1073,3091,10893,3832,4236,5105,3055,978,2547,3607,3619,619,1844,1539,861,3847
ARFGEF1,3746,1915,2720,2614,3660,1127,1931,3551,3282,4304,3850,3763,1342,238,2514,3220,2758,1240,2813,2998,1715,3293
ARFGEF2,5152,2238,5574,5678,6239,3278,2296,6590,7631,5125,2796,8947,5126,1086,2971,4136,2771,1444,4351,5486,1649,4671
ARFIP1,2560,1604,1329,3175,2133,1273,977,3865,1973,1635,4111,2841,1558,531,1265,2234,1681,662,3223,2792,1202,1697
ARFIP2,1316,699,1380,1316,1731,2554,832,1671,2662,910,1621,3124,1268,766,1109,1498,774,965,2121,1834,1773,1779
ARFRP1,1938,794,2860,1753,1038,1928,645,1804,2414,1679,2138,4029,1981,2062,827,2647,959,1741,907,722,1744,1624
ARG1,0,5529,2,0,18,3,0,2,18,2,1,1,1,0,2,5,25,2,7,6,8789,3
ARG2,1582.86,175.97,281.08,287.34,629.07,183.79,181.85,637.21,441.54,694.35,1049.55,2264.81,304.35,241.28,159.79,741.19,178.3,114.61,441.15,476.51,443.76,257.2
ARGFX,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ARGFXP2,2,1,5,0,3,0,1,0,12,0,1,6,2,0,1,7,1,0,3,9,0,4
ARGLU1,2690,1388,2909,2796,5087,2367,1790,3643,2317,1888,3129,3797,2328,341,2220,3393,1772,659,3035,4849,2044,3827
ARHGAP1,6599,1403,3511,3969,3931,4869,2020,4425,4709,2981,5955,5675,1446,5187,1239,8686,2086,2386,5378,4220,3177,1541
ARHGAP10,1488,209,108,1686,714,448,423,508,766,625,880,1845,344,174,265,804,874,125,969,667,690,424
ARHGAP11A,1568.85,346.05,1698,2232.31,2058.36,1449.76,355.44,1772.45,2007.98,3394.18,1009.96,4619.99,996.24,481.64,492.33,2237.05,1485.03,399,3012.01,1544.7,713.28,780.92
ARHGAP11B,53.15,26.95,61,66.69,56.64,38.24,6.56,29.55,63.02,99.82,56.04,106.01,25.76,13.36,12.67,66.95,38.97,5,97.99,63.3,19.72,34.08
ARHGAP12,3794,2302,1374,2814,3963,2994,681,4203,2803,4238,2578,4414,1595,494,1820,1653,1671,515,3730,4231,512,2016
ARHGAP15,515,207,167,4920,160,71,146,406,184,135,458,218,292,49,630,774,569,2867,452,245,159,582
ARHGAP17,4110,1203,2430,4491,3275,943,881,1571,3567,1369,2451,5099,606,918,1067,3409,1216,1240,2742,2419,877,1097
ARHGAP18,4181,1576,891,1404,2087,1498,999,2590,1455,2217,4700,13775,926,215,1629,2698,2199,256,4622,3661,303,1425
ARHGAP19,1306.68,1094.15,1562,1580,1604.41,293.59,165,2024,3395,1454,688,2921.25,894.57,187,529,1052.69,685.15,249,1410,915.69,520,700.61
ARHGAP19-SLIT1,3.32,2.85,0,0,2.59,1.41,0,0,0,0,0,2.75,1.43,0,0,2.31,1.85,0,0,2.31,0,2.39
ARHGAP20,251,67,172,138,138,44,84,329,142,542,1785,126,76,15,188,818,116,20,234,170,17,75
ARHGAP21,10247,1694,3055,6812,9205,4187,948,2457,7784,8744,3388,14822,1659,625,2137,3762,2851,779,11346,11730,1157,4922
ARHGAP22,271,48,128,37,296,85,117,116,845,236,547,2530,72,176,121,340,496,56,137,100,112,226
ARHGAP23,2328,492,3568,242,742,372,414,1788,2621,1862,2190,11143,264,2258,242,3628,1135,1681,522,210,3506,714
ARHGAP24,656,972,175,576,979,1654,486,1086,718,482,1445,2903,244,123,200,1148,881,82,691,172,213,440
ARHGAP25,986,478,646,146,504,124,164,612,1051,2961,1140,774,430,159,1358,1804,1001,415,827,447,560,880
ARHGAP26,1161,522,616,1269,2817,716,260,584,1060,614,1167,1470,1273,156,508,1136,1363,430,1542,1267,246,1029
ARHGAP26-AS1,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,1,2,0,0,0,0,1
ARHGAP27,891,345,474,234,694,133,170,762,796,223,815,953,377,239,806,1320,781,243,857,779,1421,815
ARHGAP28,842,53,2993,96,297,424,84,861,249,203,347,412,133,50,182,1174,323,340,119,45,84,189
ARHGAP29,1723,870,241,948,1885,2792,402,1836,1087,438,2401,27385,2341,498,329,2182,2351,209,2264,1381,1707,601
ARHGAP30,2342,964,1645,210,2075,313,423,1586,792,656,4039,3702,943,450,3465,5735,2079,579,3068,1508,739,2340
ARHGAP31,7115,927,1863,2732,1838,770,928,3208,6464,2804,2794,2412,1740,435,975,4616,1821,428,3732,4915,390,1799
ARHGAP32,1253,1228,1134,1243,1730,1249,312,1316,4195,1560,2086,2942,223,422,568,1940,636,368,2762,3319,2476,630
ARHGAP33,238,116,164,139,52,369,75,287,432,280,346,381,153,293,164,287,592,261,272,417,96,460
ARHGAP35,6020,2825,5691,7236,6801,3466,1480,3741,8188,4526,6721,8443,1702,1333,2212,4598,2156,2153,9011,8393,1666,2880
